countyFIPS,0,1,2,3,4,5,6,7,8,9,10,11,12,13
33011,3.0,2.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0
33015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
25001,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0
25005,5.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,6.0,5.0,6.0,6.0
25013,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
25021,5.0,4.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0
25023,5.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,5.0,4.0,4.0,5.0,5.0
25025,6.0,5.0,5.0,6.0,6.0,7.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,7.0
17043,5.0,6.0,8.0,6.0,6.0,4.0,5.0,4.0,8.0,7.0,7.0,7.0,6.0,5.0
17089,4.0,5.0,7.0,8.0,7.0,5.0,4.0,4.0,8.0,8.0,7.0,8.0,7.0,5.0
17091,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
17097,4.0,4.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,6.0,5.0
17119,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
17161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
17163,2.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0
9001,7.0,5.0,6.0,7.0,9.0,9.0,10.0,6.0,6.0,5.0,6.0,6.0,7.0,6.0
17197,2.0,2.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0
9005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
9007,2.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
17201,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0
9011,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0
42003,1.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
42017,3.0,3.0,5.0,5.0,6.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0
42029,3.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
1073,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0
42043,3.0,3.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0
42045,3.0,4.0,5.0,4.0,5.0,8.0,3.0,3.0,5.0,3.0,4.0,6.0,5.0,3.0
42055,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
1097,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
1101,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
42069,2.0,2.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
42071,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0
42075,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
42077,9.0,11.0,5.0,4.0,3.0,3.0,4.0,6.0,5.0,4.0,3.0,2.0,2.0,3.0
42079,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
42081,1.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
42089,4.0,5.0,1.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0
42091,5.0,5.0,7.0,9.0,8.0,7.0,6.0,3.0,4.0,6.0,5.0,6.0,5.0,4.0
42095,2.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
42107,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
34001,3.0,2.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
34005,3.0,3.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0
34007,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0
34009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
34011,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
34013,10.0,8.0,8.0,5.0,7.0,5.0,6.0,6.0,5.0,4.0,3.0,3.0,3.0,3.0
34015,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
34021,4.0,4.0,6.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0
34025,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0
34027,3.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0
34029,5.0,6.0,6.0,6.0,6.0,6.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0
34031,3.0,4.0,4.0,6.0,7.0,7.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,4.0
34033,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
34035,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0
34037,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
34039,6.0,6.0,7.0,7.0,7.0,6.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0
26021,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
26049,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
26081,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
26099,3.0,3.0,5.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0
26125,3.0,4.0,6.0,4.0,4.0,3.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0
26145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
26161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
18019,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
18035,2.0,1.0,0.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0
18081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
18089,2.0,2.0,4.0,4.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,4.0,3.0
18091,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
18097,6.0,6.0,8.0,7.0,7.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,4.0
18127,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
10003,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
10005,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
51013,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0
51059,5.0,6.0,7.0,7.0,6.0,7.0,4.0,7.0,5.0,7.0,5.0,6.0,5.0,4.0
51131,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
51153,2.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0
35001,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
35031,2.0,2.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
35045,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
27003,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0
27037,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0
27123,3.0,3.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,6.0,5.0,6.0,6.0
27163,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
19013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
51800,1.0,1.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
19153,3.0,3.0,3.0,4.0,4.0,5.0,6.0,4.0,6.0,3.0,6.0,5.0,6.0,5.0
19193,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0
11001,6.0,6.0,5.0,5.0,5.0,6.0,7.0,7.0,6.0,5.0,5.0,5.0,5.0,6.0
36001,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
36007,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
36027,2.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
36029,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,5.0
36055,3.0,2.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0
36059,7.0,7.0,7.0,7.0,7.0,7.0,6.0,8.0,6.0,6.0,6.0,6.0,6.0,6.0
36065,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
36067,3.0,2.0,2.0,2.0,2.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,5.0
36071,2.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0
36087,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
36119,6.0,5.0,5.0,5.0,6.0,6.0,8.0,9.0,5.0,6.0,5.0,5.0,6.0,6.0
28007,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
28035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
28075,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
28099,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
12011,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0
12015,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
12021,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0
12057,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
12071,3.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
53033,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0
12081,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
12099,4.0,4.0,6.0,6.0,7.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0
12103,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
53061,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0
12105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
12115,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
53077,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0
12127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0
4005,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
4013,6.0,7.0,9.0,8.0,6.0,7.0,7.0,6.0,7.0,9.0,6.0,7.0,6.0,6.0
4017,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
4019,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0
45045,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0
37021,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0
37119,2.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,5.0,4.0,5.0,4.0,5.0
29189,4.0,3.0,5.0,5.0,7.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,2.0,2.0
21111,2.0,2.0,3.0,3.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
13009,1.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0
13021,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
13051,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
13067,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
13089,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
13097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
13121,3.0,3.0,3.0,4.0,5.0,3.0,2.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0
29510,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0
13135,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0
13141,1.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
38017,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
22017,2.0,2.0,1.0,3.0,2.0,4.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,3.0
22033,2.0,3.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
22079,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0
22103,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
55009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
55079,4.0,5.0,5.0,4.0,4.0,4.0,9.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0
6001,1.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0
6025,2.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0
6059,4.0,3.0,5.0,7.0,7.0,7.0,8.0,4.0,5.0,7.0,7.0,7.0,8.0,7.0
6065,5.0,4.0,5.0,4.0,6.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0
6071,2.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0
6073,5.0,4.0,4.0,5.0,7.0,5.0,7.0,6.0,4.0,5.0,6.0,6.0,6.0,6.0
47037,2.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0
6081,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0
6107,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
47157,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
39017,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
39029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0
39035,4.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
39041,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0
39049,6.0,6.0,7.0,5.0,5.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0
39061,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0
39095,2.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
39099,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0
39111,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0
39129,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
39133,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0
39151,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0
39153,3.0,3.0,4.0,6.0,5.0,5.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0
48029,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0
48113,5.0,5.0,7.0,6.0,7.0,5.0,2.0,7.0,7.0,6.0,7.0,7.0,5.0,6.0
48117,1.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0
48141,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
48201,4.0,4.0,5.0,4.0,5.0,5.0,6.0,5.0,6.0,7.0,6.0,6.0,6.0,6.0
40109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,2.0
40143,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0
32003,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,7.0,5.0,6.0,6.0,5.0
48439,3.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
48453,2.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0
24003,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0
24005,5.0,5.0,6.0,7.0,5.0,6.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0
24013,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0
24017,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0
24021,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0
24025,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0
24027,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0
24033,9.0,9.0,8.0,11.0,11.0,13.0,11.0,12.0,12.0,9.0,15.0,13.0,14.0,14.0
8001,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,3.0,3.0
8005,2.0,3.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,2.0
8031,4.0,5.0,6.0,4.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,3.0,3.0,2.0
8059,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0
49035,2.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0
8087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
24510,4.0,5.0,4.0,4.0,3.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0
